Time,Var1
50.105초,-0.00108253862708807
50.11초,-0.000385574123356491
50.115초,-0.000498421199154109
50.12초,0.000563905574381351
50.125초,-0.00024313222093042
50.13초,-0.000580017105676234
50.135초,-0.00052605994278565
50.14초,-0.00016811941168271
50.145초,-0.000355593336280435
50.15초,0.000164546770974994
50.156초,7.15010828571394e-05
50.161초,1.54286790348124e-05
50.166초,-0.00027815904468298
50.171초,-0.000373568385839462
50.176초,-0.000191086364793591
50.181초,-0.000172969361301512
50.186초,-0.000324182532494888
50.191초,-8.71047741384245e-05
50.196초,-0.000174820816027932
50.201초,-0.000261565437540412
50.206초,0.000197745990590192
50.211초,0.000593058648519218
50.216초,0.00193054159171879
50.221초,-0.00662342319265008
50.226초,0.00736500881612301
50.231초,-0.00725184893235564
50.236초,0.00396730424836278
50.241초,-0.00285295816138387
50.246초,0.000735414330847561
50.252초,0.00139168498571962
50.257초,0.00159299932420254
50.262초,0.00135949696414173
50.267초,-0.00160804518964142
50.272초,-0.000437744602095336
50.277초,-0.0014228830114007
50.282초,-0.00137045397423208
50.287초,-0.00486438116058707
50.292초,0.00365284387953579
50.297초,-0.00574113102629781
50.302초,0.00103884388227016
50.307초,0.00143709580879658
50.312초,0.00403630826622248
50.317초,0.000652398681268096
50.322초,0.0033086643088609
50.327초,-0.00172684236895293
50.332초,0.000453961169114336
50.337초,-0.000138336996315047
50.342초,0.00133942917454988
50.348초,-0.00688445474952459
50.353초,0.00132754060905427
50.358초,-0.00505604781210423
50.363초,-0.00491122761741281
50.368초,0.00338003225624561
50.373초,-0.00152868486475199
50.378초,0.0036168263759464
50.383초,0.00289159710519016
50.388초,0.00538899516686797
50.393초,0.002314223209396
50.398초,0.00160806812345982
50.403초,-0.00148205284494907
50.408초,-0.00125232385471463
50.413초,-0.00410534534603357
50.418초,-0.00349952187389135
50.423초,-0.0038513948675245
50.428초,-0.00297808623872697
50.433초,-4.40388394054025e-05
50.438초,-0.00247562467120588
50.444초,0.00168635544832796
50.449초,0.0021038856357336
50.454초,0.00584760308265686
50.459초,0.00476024439558387
50.464초,0.00721130147576332
50.469초,0.00137897441163659
50.474초,-0.00293136946856976
50.479초,-0.00765886576846242
50.484초,-0.00501170614734292
50.489초,-0.00412823539227247
50.494초,-0.000860495958477259
50.499초,-0.00593722751364112
50.504초,-0.00287262932397425
50.509초,0.00511983409523964
50.514초,-6.82505342410877e-05
50.519초,0.0118408082053065
50.524초,0.0110171353444457
50.529초,0.00880384258925915
50.534초,-0.00648469617590308
50.54초,-0.00456720357760787
50.545초,-0.00850219558924437
50.55초,-0.010556754656136
50.555초,-0.00781835429370403
50.56초,-0.00264556123875082
50.565초,-0.00984920933842659
50.57초,0.0201089289039373
50.575초,0.0098413759842515
50.58초,0.0167390573769808
50.585초,0.0009792260825634
50.59초,-7.77792956796475e-05
50.595초,-0.0139755047857761
50.6초,-0.00248221470974386
50.605초,-0.0141585739329457
50.61초,-0.00701802130788565
50.615초,0.000450011517386883
50.62초,0.00548316678032279
50.625초,0.0133444331586361
50.63초,0.00532486010342836
50.636초,0.000125660488265567
50.641초,1.75929872057168e-05
50.646초,-0.00653437292203307
50.651초,-0.00833563506603241
50.656초,-0.00321280909702182
50.661초,0.00732595566660166
50.666초,0.0121256392449141
50.671초,-0.00801494065672159
50.676초,0.00878020282834768
50.681초,-0.0163311567157507
50.686초,-0.00759528717026114
50.691초,-0.00805805064737797
50.696초,0.00495643308386207
50.701초,0.00444095255807042
50.706초,0.0187964532524347
50.711초,0.00630537234246731
50.716초,0.00493655679747462
50.721초,-0.00959879159927368
50.726초,-0.0105060050264001
50.732초,-0.0205532051622868
50.737초,-0.00567499361932278
50.742초,0.00235792458988726
50.747초,0.0185124948620796
50.752초,0.00666589336469769
50.757초,0.0135652059689164
50.762초,-0.00821312051266432
50.767초,-0.00516862282529473
50.772초,-0.0168453510850668
50.777초,-0.00386402499862015
50.782초,-0.000546997936908156
50.787초,0.0126077774912119
50.792초,0.00794401206076145
50.797초,0.00566175766289234
50.802초,-0.00472435308620334
50.807초,-0.0113129392266273
50.812초,-0.0112291928380728
50.817초,-0.00882243923842907
50.822초,0.0051946435123682
50.828초,0.0137871094048023
50.833초,0.0183378010988235
50.838초,0.0014221656601876
50.843초,0.00122311385348439
50.848초,-0.0148816620931029
50.853초,-0.0137499226257205
50.858초,-0.0114896884188056
50.863초,0.00177277601324022
50.868초,0.0159553121775389
50.873초,0.00953455921262503
50.878초,0.00988795794546604
50.883초,-0.000352615868905559
50.888초,-0.00698132254183292
50.893초,-0.01474947668612
50.898초,-0.00643380917608738
50.903초,0.00464963540434837
50.908초,0.00809457525610924
50.913초,0.0124295447021723
50.918초,0.000953930895775557
50.923초,0.00197454076260328
50.929초,-0.0125377653166652
50.934초,-0.013581894338131
50.939초,-0.00975582748651505
50.944초,0.0119140632450581
50.949초,0.00904191005975008
50.954초,0.0139078861102462
50.959초,0.000191956205526367
50.964초,0.00340704270638525
50.969초,-0.0124528175219893
50.974초,-0.014669232070446
50.979초,-0.00741995964199305
50.984초,0.00447538588196039
50.989초,0.0122227678075433
50.994초,0.00625412492081523
50.999초,0.00762444408610463
51.004초,-0.00257109710946679
51.009초,-0.0103434892371297
51.014초,-0.00931112095713615
51.019초,-0.00680144736543298
51.025초,0.00760079454630613
51.03초,0.00920931901782751
51.035초,0.00970842130482197
51.04초,0.00296937976963818
51.045초,-0.00378846982493997
51.05초,-0.014990939758718
51.055초,-0.0053717689588666
51.06초,-0.00861326139420271
51.065초,0.00819914229214191
51.07초,0.00827113445848227
51.075초,0.0155441211536527
51.08초,0.000221160662476905
51.085초,-0.00111868139356375
51.09초,-0.0138333151116967
51.095초,-0.00733797764405608
51.1초,-0.00635218620300293
51.105초,0.00688863312825561
51.11초,0.00845332816243172
51.115초,0.00619133142754436
51.121초,0.00604056287556887
51.126초,-0.00976099818944931
51.131초,-0.00236562639474869
51.136초,-0.0155065031722188
51.141초,0.00189659791067243
51.146초,0.00725036161020398
51.151초,0.00640266854315996
51.156초,0.0119079863652587
51.161초,-0.00438301125541329
51.166초,-0.0015119326999411
51.171초,-0.0144454929977655
51.176초,-0.00755863962695003
51.181초,-0.000729541352484375
51.186초,0.00807065237313509
51.191초,0.00591871794313192
51.196초,0.0121412500739098
51.201초,-0.000902862171642482
51.206초,-0.00141627644188702
51.211초,-0.0155661692842841
51.217초,-0.00485998298972845
51.222초,-0.00416572205722332
51.227초,0.0107936812564731
51.232초,-0.00111329345963895
51.237초,0.0125803826376796
51.242초,-0.00324179511517286
51.247초,0.00132930069230497
51.252초,-0.0158781316131353
51.257초,-0.000962221820373088
51.262초,-0.000909229856915772
51.267초,0.00841737166047096
51.272초,0.00189580861479044
51.277초,0.00790866278111935
51.282초,0.00206686975434422
51.287초,-0.00775670493021607
51.292초,-0.0105059407651424
51.297초,-0.00152544747106731
51.302초,-0.00307264039292932
51.307초,0.00619118381291628
51.313초,0.000922314298804849
51.318초,0.0157392174005508
51.323초,-0.00757589982822537
51.328초,0.000790736870840192
51.333초,-0.0135979596525431
51.338초,0.00224114302545786
51.343초,-0.00724388519302011
51.348초,0.0128662940114737
51.353초,-0.00651754764840007
51.358초,0.0133700119331479
51.363초,-0.00435191486030817
51.368초,0.00752911809831858
51.373초,-0.0222471263259649
51.378초,0.00827179569751024
51.383초,-0.0121628902852535
51.388초,0.0198978949338198
51.393초,-0.00824495777487755
51.398초,0.0120521793141961
51.403초,-0.00330387079156935
51.409초,0.00130257220007479
51.414초,-0.015493780374527
51.419초,0.00291864830069244
51.424초,-0.00854536797851324
51.429초,0.0124318189918995
51.434초,-0.00836537685245275
51.439초,0.0197012331336737
51.444초,-0.0147167043760419
51.449초,0.0118251126259565
51.454초,-0.020151050761342
51.459초,0.0118149621412158
51.464초,-0.0136405387893319
51.469초,0.0102890012785792
51.474초,-0.000571090669836849
51.479초,0.0124482912942767
51.484초,-0.00708505371585488
51.489초,-0.00213727355003357
51.494초,-0.00453454162925482
51.499초,-0.00439685862511396
51.505초,0.00296149007044733
51.51초,-0.00208070175722241
51.515초,0.00958090554922819
51.52초,-0.00453859148547053
51.525초,0.00953821185976267
51.53초,-0.0135974651202559
51.535초,0.00291143916547298
51.54초,-0.00816433038562536
51.545초,0.00430374452844262
51.55초,-0.00375396735034883
51.555초,0.0113950837403536
51.56초,-0.00532627804204822
51.565초,0.0091078132390976
51.57초,-0.0105102108791471
51.575초,0.0045750136487186
51.58초,-0.00835551228374243
51.585초,0.00564435822889209
51.59초,-0.0092181833460927
51.595초,0.0151432575657964
51.601초,-0.00650557316839695
51.606초,0.0088172173127532
51.611초,-0.0124535225331783
51.616초,0.00857583619654179
51.621초,-0.0113316532224417
51.626초,0.00678006419911981
51.631초,-0.00713768182322383
51.636초,0.00966235529631376
51.641초,0.00193629390560091
51.646초,0.00266313552856445
51.651초,-0.00238662655465305
51.656초,-0.000182970761670731
51.661초,-0.00333422259427607
51.666초,-0.0072737755253911
51.671초,0.0031404122710228
51.676초,-0.000123067424283363
51.681초,0.0111573580652475
51.686초,-0.00821404065936804
51.691초,0.0094933807849884
51.697초,-0.0107856625691056
51.702초,0.00867868307977915
51.707초,-0.0224057603627443
51.712초,0.015676312148571
51.717초,-0.00896426662802696
51.722초,0.0171543061733246
51.727초,-0.0127137899398804
51.732초,0.0124164763838053
51.737초,-0.0146265188232064
51.742초,0.00594899524003267
51.747초,-0.0128131760284305
51.752초,0.0072784093208611
51.757초,-0.00130107603035867
51.762초,0.0118370456621051
51.767초,-0.00668416637927294
51.772초,0.00870876479893923
51.777초,-0.0108596431091428
51.782초,0.00239700521342456
51.787초,-0.00963109638541937
51.792초,0.00211148685775697
51.798초,8.01713031250983e-05
51.803초,0.0104612149298191
51.808초,-0.00307970540598035
51.813초,0.00537381507456303
51.818초,-0.00559140322729945
51.823초,0.000682200246956199
51.828초,-0.00626146420836449
51.833초,-0.00556329218670726
51.838초,0.00557392369955778
51.843초,0.00723178684711456
51.848초,-0.000141216834890656
51.853초,-0.0021200489718467
51.858초,-0.000557606981601566
51.863초,-0.00654073292389512
51.868초,-0.00214240374043584
51.873초,-0.00633433042094111
51.878초,0.00911925360560417
51.883초,0.00297941057942808
51.888초,0.00958458427339792
51.894초,-0.0100241936743259
51.899초,0.00690581183880568
51.904초,-0.012088606134057
51.909초,0.000384600483812392
51.914초,-0.00857010670006275
51.919초,0.00854714773595333
51.924초,0.00644170399755239
51.929초,0.00309757399372756
51.934초,-0.00110358255915344
51.939초,-5.12416845594998e-05
51.944초,-0.0107304295524955
51.949초,0.00153723463881761
51.954초,-0.00693280296400189
51.959초,0.00901515409350395
51.964초,0.00462374370545149
51.969초,0.00486392574384809
51.974초,-0.00355435279197991
51.979초,-0.00151017343159765
51.984초,-0.0103329541161656
51.99초,0.000409620784921572
51.995초,-0.00311531708575785
52초,0.00334269553422928
52.005초,0.0093140872195363
52.01초,0.00398811791092157
52.015초,0.00124782719649374
52.02초,-0.00760105345398188
52.025초,-0.00497086113318801
52.03초,-0.00335882348008454
52.035초,-0.00427003158256412
52.04초,0.00703075993806124
52.045초,0.00619327696040273
52.05초,0.00754880625754595
52.055초,-0.0049994713626802
