t,RollEst,PitchEst,YawEst
51.09초,-0.00421848308748283,0.0110409298680634,-2.67173949200705
51.095초,-0.00428374417505471,0.0106613566853969,-2.67169179369223
51.1초,-0.00399484283798839,0.010610530131027,-2.67169252522953
51.105초,-0.00412252047758319,0.0105261156558525,-2.67173228607322
51.11초,-0.00391424448250561,0.010809728878189,-2.67177585835352
51.115초,-0.00426335576423224,0.0112015954462543,-2.67180955561949
51.121초,-0.00411747352898394,0.0114396763005217,-2.67180614197592
51.126초,-0.0043985742014883,0.0113195011532494,-2.67177671093589
51.131초,-0.00440941445649216,0.0111685230366505,-2.67171733696612
51.136초,-0.00431739123893053,0.0108406989766635,-2.67168903976585
51.141초,-0.00433381318607126,0.0108030163232907,-2.6716864053998
51.146초,-0.00398220229430898,0.0107235731718885,-2.67175115834256
51.151초,-0.00425190468912206,0.0109902349132651,-2.67181299144469
51.156초,-0.00414752541534569,0.0113318070928101,-2.67186349128716
51.161초,-0.00425742661816634,0.0116059112111605,-2.67186667530647
51.166초,-0.00433476983960004,0.0115501377465862,-2.67182425172444
51.171초,-0.00433882487586807,0.0112659161781341,-2.6717640489663
51.176초,-0.00442418415846949,0.0110362453067482,-2.67171841578836
51.181초,-0.00423553768937516,0.0108905396918042,-2.67170196076622
51.186초,-0.00415754203222933,0.0108378178196996,-2.67174019198675
51.191초,-0.00427280493425188,0.0110691466770445,-2.67180070515532
51.196초,-0.004268900080297,0.0114180927100216,-2.67185098138598
51.201초,-0.00439451284092528,0.0117025641768878,-2.67186430975738
51.206초,-0.00440135601578232,0.0116111478991942,-2.67183068488084
51.211초,-0.00441808792764319,0.0113956795420508,-2.6717758571952
51.217초,-0.00426512702812558,0.0110033246997867,-2.67174079428619
51.222초,-0.00425948902939197,0.0109938964194383,-2.6717499625274
51.227초,-0.00400312062777647,0.0109659007993969,-2.67179208516085
51.232초,-0.0042931278193364,0.011123578887497,-2.67185160533979
51.237초,-0.00416842553760034,0.0115210797744172,-2.6718953859311
51.242초,-0.00447699078614129,0.0117712682827252,-2.67190006000093
51.247초,-0.00447421319634108,0.0118350827121629,-2.67185846029522
51.252초,-0.00454554884949753,0.0114207011641886,-2.6717978666281
51.257초,-0.0043907062878807,0.0113418671689358,-2.67175716581119
51.262초,-0.00433092042455302,0.0109041488535146,-2.67176354555301
51.267초,-0.0042168710064413,0.0111492855332075,-2.67180884750072
51.272초,-0.00433125089465462,0.0112091102679385,-2.6718672140505
51.277초,-0.00425182562735862,0.0117258547109134,-2.67192085694548
51.282초,-0.00450675690427782,0.0118438362798543,-2.67192361849792
51.287초,-0.00431213101601183,0.0118050112292407,-2.67188948122352
51.292초,-0.00457241724790459,0.0115797111664606,-2.67183910513305
51.297초,-0.0042433743917035,0.0112894175547594,-2.67179917528427
51.302초,-0.00446379575195377,0.0109822678358906,-2.67178808994972
51.307초,-0.00411816551768213,0.011098130336574,-2.67183819165628
51.313초,-0.00445622337998209,0.0112792174316141,-2.67189816182069
51.318초,-0.00431302763339114,0.0118581714868991,-2.67194621903609
51.323초,-0.00459651873861358,0.0119355469672939,-2.67195433230169
51.328초,-0.00441645324435791,0.011916570974376,-2.67191999009214
51.333초,-0.00461301134784942,0.0115722059044866,-2.67186490095675
51.338초,-0.00431125037804161,0.0114770608541371,-2.67182101198009
51.343초,-0.00442313836072723,0.0112730259545393,-2.67182052248318
51.348초,-0.00412008889968584,0.0112342306078132,-2.67187635626199
51.353초,-0.00448684166132499,0.0114448166769574,-2.67193634535478
51.358초,-0.00431961310299737,0.0120040835908714,-2.6719694933683
51.363초,-0.00461425432718574,0.012136779540046,-2.67196922245011
51.368초,-0.00446500431518246,0.0120222216515843,-2.67193592313892
51.373초,-0.00473389505811165,0.0116242993080531,-2.67188413424678
51.378초,-0.00443827259289593,0.0115189516336487,-2.67183697822565
51.383초,-0.00446287969985805,0.0112795364176996,-2.6718439655936
51.388초,-0.00432738183128063,0.0112796595428979,-2.67189588886644
51.393초,-0.00448088315854061,0.0114916484145076,-2.671958827978
51.398초,-0.00451741187826931,0.0119706210625759,-2.6719985682042
51.403초,-0.00451108418823516,0.0121648833247833,-2.67199773481554
51.409초,-0.00455324095961691,0.0120113603426118,-2.67196409570389
51.414초,-0.00466866502936981,0.0118266740649121,-2.67190651497135
51.419초,-0.00431632855853516,0.0114925154763218,-2.67186397925407
51.424초,-0.00455393627226871,0.0113419897058285,-2.67186858206192
51.429초,-0.00427757817948077,0.0113875898824214,-2.67191658338142
51.434초,-0.00463598241301314,0.0116986305603601,-2.67197124687993
51.439초,-0.00446442908160175,0.0119604228877564,-2.67200638756563
51.444초,-0.00460344710795225,0.0122699415733263,-2.67201320342187
51.449초,-0.00468823451656617,0.0122104936634156,-2.67196994805436
51.454초,-0.00455215977850919,0.0118692031153915,-2.67192117403998
51.459초,-0.00456216561990197,0.0116454966659592,-2.67188627504521
51.464초,-0.00424682475659666,0.0113372044221014,-2.67190329800822
51.469초,-0.00456237973656793,0.0115749754432534,-2.67194901973505
51.474초,-0.0042912496638792,0.0116228207764572,-2.67200377876001
51.479초,-0.00472469152753166,0.0121022574599668,-2.67204794689149
51.484초,-0.00437227133821075,0.0122056656937869,-2.67204906886962
51.489초,-0.00485875317534426,0.0122477449598103,-2.67200871943933
51.494초,-0.00440967983975374,0.0118355140440221,-2.67195569423163
51.499초,-0.00470105052234656,0.0116123066902103,-2.67192017058377
51.505초,-0.00423033483424675,0.0113882196989099,-2.67191460681203
51.51초,-0.00467032958009557,0.0115120841518108,-2.67196489180348
51.515초,-0.00429950745093993,0.011706058012484,-2.67201791552439
51.52초,-0.00469152230044234,0.0120775004837732,-2.67206339277725
51.525초,-0.00445793603913146,0.0122605695539506,-2.67206479419199
51.53초,-0.00465999888540386,0.0122140894504067,-2.6720362972133
51.535초,-0.00450913163736883,0.0119336848288827,-2.67198661153123
51.54초,-0.00449433655580386,0.0116819643311629,-2.67195330851012
51.545초,-0.00437466154441099,0.0114426888495518,-2.67195163177663
51.55초,-0.00446024139106162,0.0115195257548369,-2.6719912332982
51.555초,-0.00444409604603776,0.0118369311973228,-2.67204442663116
51.56초,-0.00465020387514921,0.0122168668335377,-2.67208365425013
51.565초,-0.00452492251450872,0.0123445314472663,-2.67208699142501
51.57초,-0.00465469919809443,0.0122896643221735,-2.67205549116648
51.575초,-0.00445768416267719,0.0120778778439121,-2.67200367203503
51.58초,-0.00444961539961745,0.0117732515944298,-2.67197574106815
51.585초,-0.00441403247159495,0.0114945415899312,-2.6719812542201
51.59초,-0.00437301843461716,0.0115648056461013,-2.67203256417194
51.595초,-0.00446854344039358,0.0119430820420214,-2.67207688130739
51.601초,-0.00447640628770015,0.0122339237043389,-2.67212405134484
51.606초,-0.00462068401769265,0.0124103969434814,-2.67212486346972
51.611초,-0.00455510734393599,0.0122254842632248,-2.67209258319292
51.616초,-0.00467077664898365,0.0120434580982252,-2.67202745933761
51.621초,-0.00426339935888129,0.0117141061659181,-2.67199899030216
51.626초,-0.00464115051693093,0.0115717370064072,-2.6719975093509
51.631초,-0.00423202785261242,0.0115485228972509,-2.67205793508568
51.636초,-0.00467939342316017,0.0119238643576588,-2.67210250658038
51.641초,-0.00431486539468079,0.0122075730405077,-2.67215325474554
51.646초,-0.00478177169438884,0.0124718128020116,-2.6721473595589
51.651초,-0.00427588138714999,0.0122326361232255,-2.67211508576094
51.656초,-0.00472359551713895,0.0121187077263289,-2.67205987837374
51.661초,-0.00409891680210215,0.0117914997569202,-2.67202504965583
51.666초,-0.00472330798727047,0.011629662439221,-2.67202338437618
51.671초,-0.00421634547366017,0.011737359662342,-2.67206952135116
51.676초,-0.00474707422634543,0.0120022017187233,-2.67212790184197
51.681초,-0.00437127130816726,0.0123375129445369,-2.67216306071266
51.686초,-0.00484571833190561,0.0125067457672832,-2.67216444531569
51.691초,-0.0043237782784335,0.0123350860709761,-2.67212628796902
51.697초,-0.0047740133085689,0.0121528142484333,-2.67207923815479
51.702초,-0.00421812508521488,0.0118575397654645,-2.67203986590755
51.707초,-0.00465434002221193,0.0116088901458906,-2.67204527088178
51.712초,-0.00435327571379385,0.0118097347760934,-2.67207517360929
51.717초,-0.00460519809883555,0.0119982269632426,-2.67214369373774
51.722초,-0.00456411710265582,0.0124017068224653,-2.67217546261416
51.727초,-0.00459166692760189,0.0123954766390641,-2.67219095000684
51.732초,-0.00450812215099071,0.0124788622373015,-2.67215579605057
51.737초,-0.00452222331604035,0.0120440759432376,-2.67210918241253
51.742초,-0.00453169652483094,0.0119667760979032,-2.67207236922332
51.747초,-0.00446671737613657,0.0116092765404765,-2.67207888259656
51.752초,-0.00454684830732165,0.0118840872535248,-2.67211715885375
51.757초,-0.00453716185636965,0.0120002823292299,-2.67216910948641
51.762초,-0.00464888300024941,0.0125069903065359,-2.6722024433773
51.767초,-0.00456690623505838,0.0124477344120193,-2.67220539046012
51.772초,-0.00452781213341905,0.0125357713421536,-2.67217437405396
51.777초,-0.00446728782366023,0.012151931333402,-2.67212214357954
51.782초,-0.00451674492828398,0.0119681795724869,-2.67207886977297
51.787초,-0.00445805763653856,0.0116649269461448,-2.67208041939373
51.792초,-0.00456763853573734,0.0119255362355205,-2.67212522578763
51.798초,-0.00451579869069626,0.0120100236549292,-2.67217665581213
51.803초,-0.00462381716702969,0.012521681635992,-2.67221380516716
51.808초,-0.00453417356815849,0.0124855461289955,-2.67222930261451
51.813초,-0.00459506689183805,0.0124908128250477,-2.6721991643385
51.818초,-0.00445035571361078,0.0122033587500749,-2.67214393474821
51.823초,-0.00462855814769539,0.0118980440163121,-2.67209665108871
51.828초,-0.00444136286720302,0.0116824762433599,-2.67209683302229
51.833초,-0.0047245095796926,0.011860089134518,-2.67214160775597
51.838초,-0.00434532233727156,0.0120368981949815,-2.67219696888511
51.843초,-0.00471338222170426,0.0125725507452096,-2.67224322830409
51.848초,-0.00444359458523602,0.0125356626431683,-2.67225554416229
51.853초,-0.00470401969031019,0.0125548522198048,-2.6722234668704
51.858초,-0.00432375708661237,0.0121865851971954,-2.67216910189267
51.863초,-0.00467368900487508,0.0119967984229436,-2.67213070758128
51.868초,-0.0044372619663543,0.0117831952581508,-2.67213677324569
51.873초,-0.00479963343265434,0.0119543976930865,-2.67218416434481
51.878초,-0.00427663707595525,0.0121916053876282,-2.67224133760663
51.883초,-0.00484024718438405,0.0125381650791548,-2.67229125853137
51.888초,-0.00443369435971276,0.0126999453642783,-2.67228915563976
51.894초,-0.00478329100035487,0.0125069581717697,-2.67225231012927
51.899초,-0.00438109279219565,0.0122892729809747,-2.67218503142606
51.904초,-0.00459202192768731,0.011929441707089,-2.67214699091733
51.909초,-0.00453728491636959,0.011838779847767,-2.67214172223698
51.914초,-0.0046078058536676,0.0119516035366867,-2.6721923912257
51.919초,-0.00446977145304995,0.0122017300109498,-2.67226185348229
51.924초,-0.00463721991133292,0.0124771420784108,-2.67230655525959
51.929초,-0.00455372335884178,0.0125737962835943,-2.67230895028561
51.934초,-0.00473441995857425,0.0125737340996394,-2.67227718423693
51.939초,-0.00447206157600604,0.0122420128452147,-2.67221388122333
51.944초,-0.00465161094185851,0.0119301281125009,-2.67217657297199
51.949초,-0.00458104082536888,0.0118209916457166,-2.67217885649941
51.954초,-0.00468947631488388,0.0119867629254271,-2.67222597453673
51.959초,-0.00456594622152327,0.0122813043587684,-2.67228682975242
51.964초,-0.00464603277026207,0.0125279504550822,-2.67232501281215
51.969초,-0.00457830540490586,0.0126346544471308,-2.67232912638536
51.974초,-0.00467273079616165,0.0125646416119031,-2.67228973083405
51.979초,-0.00460316522519118,0.012337216401551,-2.67222384334107
51.984초,-0.00456204848729653,0.0119684346474686,-2.67219023943725
51.99초,-0.00462498636231969,0.0118952559979576,-2.67220570840499
51.995초,-0.00462279149996359,0.0120167556724509,-2.67225503751076
52초,-0.00468276306217603,0.0123473857284892,-2.67231416157224
52.005초,-0.00459237840689638,0.012533809738081,-2.67235363366753
52.01초,-0.00457837494323757,0.012721503523659,-2.67236167982453
52.015초,-0.00468995777107405,0.0126105672639126,-2.67230698244503
52.02초,-0.00457805059103097,0.0123277814560674,-2.67224553475638
52.025초,-0.0047048635242333,0.0120359603345773,-2.67219997397492
52.03초,-0.00451175034071834,0.0119131661239656,-2.67220986172698
52.035초,-0.00477719254752115,0.0121137315642982,-2.67224676742201
52.04초,-0.00451434684997868,0.0123304074697093,-2.67231174270622
52.045초,-0.00473635868891954,0.0125930283947096,-2.67235627589718
52.05초,-0.00445456959671091,0.0127432923833537,-2.67235773907059
52.055초,-0.00483542540931099,0.0126138277881445,-2.67231017690556
52.06초,-0.00450638714990458,0.01238248157199,-2.67225282499801
52.065초,-0.00479172567856605,0.0119757944067801,-2.672225235803
52.07초,-0.0045846724154749,0.0120517116207224,-2.6722319536544
52.075초,-0.00481095784970577,0.0120654988754711,-2.67228249277456
52.08초,-0.00461386281659161,0.0124865364151487,-2.67234623475914
52.086초,-0.0047059850580536,0.0126040006526961,-2.6723951274676
52.091초,-0.00457526401011339,0.0127840286299509,-2.67238753850949
52.096초,-0.0048386048278296,0.0126658718429005,-2.67233183756813
52.101초,-0.00463843788296069,0.0124108378516103,-2.67226784657863
52.106초,-0.0047735457095531,0.0120669642179172,-2.67223436028909
52.111초,-0.00463922480992633,0.0120033064636335,-2.67224721500748
52.116초,-0.00478923286019668,0.0121272273662984,-2.67230752305975
52.121초,-0.00463416969635232,0.0125433942932534,-2.6723753741454
52.126초,-0.00469971671710341,0.0126561525934401,-2.67242592365429
52.131초,-0.00463992696231709,0.012814043574884,-2.67242161335329
52.136초,-0.00485684842826972,0.0125944514620865,-2.67236207022316
52.141초,-0.00466856103731977,0.0124143623552075,-2.67229588449641
52.146초,-0.00479822521841332,0.0120715174917347,-2.67225541951501
52.151초,-0.00462900974799729,0.0119676755180487,-2.67227835904907
52.156초,-0.00482572682898619,0.0121947116704525,-2.67232659652402
52.161초,-0.00463337726940712,0.0125068485250459,-2.67239471058386
52.166초,-0.0046934080334492,0.0127328954803056,-2.67243671419386
52.171초,-0.00462652955529461,0.0127651154794071,-2.67243022538683
52.176초,-0.00481813298744555,0.0127213260507717,-2.672380071539
52.182초,-0.0046051305050797,0.0122635539578483,-2.67231427782221
52.187초,-0.00485723391920966,0.0120922477829714,-2.67227614841407
52.192초,-0.00468167562027872,0.0120314514932416,-2.67230226162105
52.197초,-0.00479432842170411,0.012167578232494,-2.67236877331779
52.202초,-0.00459741919755206,0.0124911702909113,-2.67243369594317
52.207초,-0.00468622844847534,0.0126896605824735,-2.6724734110962
52.212초,-0.00470578780948503,0.0128220093452301,-2.67246064500433
52.217초,-0.0047383541635943,0.012611909248461,-2.67240500149741
52.222초,-0.00474802043612994,0.0123811470222952,-2.67232598693824
52.227초,-0.00471664886517879,0.0120378007864403,-2.67229343583924
52.232초,-0.00483357962413891,0.0121507744505754,-2.67231033534078
52.237초,-0.00464619895667061,0.0121398012053566,-2.6723824172281
